site_ID,sample_dt,state_abb,HUC02_code,d2H__permil,d18O__permil,latitude,longitude,elevation__m,mean_annual_air_temp__degC,annual_precip__mm,d2H_precip_annual__permil,d18O_precip_annual__permil,dist2coast__km,d2H_precip_season_1__permil,d2H_precip_season_2__permil,d18O_precip_season_1__permil,d18O_precip_season_2__permil
USGS - 262048081494001,2000-04-05,FL,3,-5.1,-1.45,26.3466111,-81.8278056,NaN,23.489999771118164,1390.9899978637695,NA,NA,15.9708212890625,NA,NA,NA,NA
USGS - 262050081481801,2000-04-04,FL,3,-5.6,-1.52,26.3473611,-81.8050833,NaN,23.530000686645508,1395.2400093078613,-9.656763703995761,-2.3935169052930525,15.9708212890625,-8.801491230249649,-9.94489196763669,-2.4598609454669544,-2.371166551685086
USGS - 262054080174901,2006-06-06,FL,3,4.8,0.38,26.34840833,-80.2970361,3.791526973483694,24.170000076293945,1333.7299995422363,-9.467969784762206,-2.4144283121198,19.968123046875,-8.774702853294372,-9.812506023715814,-2.463986307627565,-2.3897991678667982
USGS - 262054080174902,2006-06-06,FL,3,1.4,-0.15,26.34843333,-80.2970361,3.803718378543127,24.170000076293945,1333.7299995422363,-9.467969784762206,-2.4144283121198,19.968123046875,-8.774702853294372,-9.812506023715814,-2.463986307627565,-2.3897991678667982
USGS - 262058081471201,2000-05-11,FL,3,-6.7,-1.62,26.34944444,-81.786,NaN,23.530000686645508,1395.2400093078613,-9.656590044713699,-2.3934851190000295,20.726421875,-8.802002487604243,-9.944487570238438,-2.459985976307312,-2.371081936057651
USGS - 262118080174201,2006-06-06,FL,3,5.2,1.18,26.35535568,-80.2947713,NaN,24,1314.4800338745117,-9.389370996779746,-2.4040786115626176,19.959541015625,-8.588792173924611,-9.787089075833034,-2.438648704144878,-2.3869044280783367
USGS - 262124080172201,1999-08-16,FL,3,4.7,0.34,26.35702227,-80.2892156,3.3526363913441024,24,1314.4800338745117,-9.389370996779746,-2.4040786115626176,19.959541015625,-8.588792173924611,-9.787089075833034,-2.438648704144878,-2.3869044280783367
USGS - 262124080172201,2000-02-17,FL,3,4.5,0.3,26.35702227,-80.2892156,3.3526363913441024,24,1314.4800338745117,-9.389370996779746,-2.4040786115626176,19.959541015625,-8.588792173924611,-9.787089075833034,-2.438648704144878,-2.3869044280783367
USGS - 262124080172202,1999-09-23,FL,3,7.3,0.82,26.35702227,-80.2892156,3.3526363913441024,24,1314.4800338745117,-9.389370996779746,-2.4040786115626176,19.959541015625,-8.588792173924611,-9.787089075833034,-2.438648704144878,-2.3869044280783367
USGS - 262124080172202,2000-02-17,FL,3,4.9,0.77,26.35702227,-80.2892156,3.3526363913441024,24,1314.4800338745117,-9.389370996779746,-2.4040786115626176,19.959541015625,-8.588792173924611,-9.787089075833034,-2.438648704144878,-2.3869044280783367
USGS - 262138081482902,2000-04-04,FL,3,-3.6,-1.26,26.36069444,-81.8080833,NaN,23.479999542236328,1419.4200019836426,-9.618842076284473,-2.3887353213920934,18.6288515625,-8.752332056905377,-9.911506514219338,-2.4531099869703294,-2.366992850385687
USGS - 262209080044702,2011-04-07,FL,3,-10.78,-2.61,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-05-04,FL,3,-12.86,-2.71,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-06-06,FL,3,-11.4,-2.66,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-07-12,FL,3,-10.42,-2.66,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-08-17,FL,3,-9.78,-2.45,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-09-14,FL,3,-10.87,-2.73,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-10-21,FL,3,-10.49,-2.59,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-11-21,FL,3,-10.9,-2.66,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2011-12-14,FL,3,-10.79,-2.7,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262209080044702,2012-01-25,FL,3,-11.81,-2.55,26.3694722,-80.0797222,3.5476988722950322,24.350000381469727,1414.420021057129,-9.188996965789988,-2.368197624398682,NA,-8.262185454567337,-9.72622492627335,-2.3759380066255,-2.363710960407857
USGS - 262353080351601,2006-06-01,FL,3,4.7,0.29,26.39838249,-80.5877229,3.602560195062481,23.309999465942383,1275.9600067138672,-9.583319528619871,-2.405214672681696,49.89882421875,-8.363384240740977,-10.080051664315004,-2.4076546342760587,-2.4042210489569316
USGS - 262808080131701,2006-05-23,FL,3,2.4,0.01,26.46921248,-80.2210743,6.400487656202377,23.81999969482422,1369.7800102233887,-9.428008439958072,-2.405981584990261,14.9567470703125,-8.79317923255802,-9.765566245286896,-2.4537541669701004,-2.3805795310887112
USGS - 262813080383801,2006-06-01,FL,3,7,0.73,26.4706578,-80.6437797,3.523316062176166,23.219999313354492,1257.7999954223633,-9.539366883677026,-2.3972502042195574,54.8413671875,-8.468258473206022,-9.97333669355196,-2.4166014296310365,-2.389410023598744
USGS - 262934081495801,2000-06-29,FL,3,-0.4,-0.65,26.49302778,-81.78725,6.9308137762877164,23.450000762939453,1432.3199844360352,-9.542065810187609,-2.3815173864287935,27.2890390625,-8.731705531560179,-9.814615015537413,-2.450803651923756,-2.358214160300718
USGS - 263453080031501,2011-01-27,FL,3,-14.18,-3.01,26.58152778,-80.05363889,4.053642182261505,23.8700008392334,1500.1200103759766,-9.318956586836412,-2.3916265941362207,4.9812646484375,-8.563123484222034,-9.780290980131813,-2.4094362379919403,-2.3807561605139025
USGS - 263453080031501,2011-04-18,FL,3,-14.35,-3.01,26.58152778,-80.05363889,4.053642182261505,23.8700008392334,1500.1200103759766,-9.318956586836412,-2.3916265941362207,4.9812646484375,-8.563123484222034,-9.780290980131813,-2.4094362379919403,-2.3807561605139025
USGS - 263453080031501,2011-07-14,FL,3,-14.36,-3.01,26.58152778,-80.05363889,4.053642182261505,23.8700008392334,1500.1200103759766,-9.318956586836412,-2.3916265941362207,4.9812646484375,-8.563123484222034,-9.780290980131813,-2.4094362379919403,-2.3807561605139025
USGS - 263453080031501,2011-10-18,FL,3,-14.62,-3.09,26.58152778,-80.05363889,4.053642182261505,23.8700008392334,1500.1200103759766,-9.318956586836412,-2.3916265941362207,4.9812646484375,-8.563123484222034,-9.780290980131813,-2.4094362379919403,-2.3807561605139025
USGS - 263453080031501,2012-01-26,FL,3,-14.73,-3.03,26.58152778,-80.05363889,4.053642182261505,23.8700008392334,1500.1200103759766,-9.318956586836412,-2.3916265941362207,4.9812646484375,-8.563123484222034,-9.780290980131813,-2.4094362379919403,-2.3807561605139025
USGS - 263819080253801,2006-06-02,FL,3,12,1.65,26.63906697,-80.4270794,4.754647973178908,23.360000610351563,1280.7499923706055,-9.419642339009757,-2.4014904205143606,38.6337890625,-8.892627974272022,-9.665855745338295,-2.469622274889211,-2.369660245860897
USGS - 263854080264002,2006-06-02,FL,3,9.4,1.25,26.64881649,-80.4442465,5.2423041755562325,23.31999969482422,1289.3000183105469,-9.400527782131439,-2.397004100053017,38.6337890625,-8.885445017742695,-9.638448649232124,-2.46751872543586,-2.36443295554247
USGS - 264154080480302,2011-12-15,FL,3,7.88,0.87,26.69833333,-80.8009444,4.510819871990247,23.110000610351563,1195.2200012207031,-9.4436968601906,-2.395731271521441,77.93546875,-8.829734208271882,-9.70980443163613,-2.4610966702293626,-2.36740006297122
USGS - 264154080480302,2012-02-24,FL,3,7.95,0.89,26.69833333,-80.8009444,4.510819871990247,23.110000610351563,1195.2200012207031,-9.4436968601906,-2.395731271521441,77.93546875,-8.829734208271882,-9.70980443163613,-2.4610966702293626,-2.36740006297122
USGS - 264222080425401,2011-08-11,FL,3,9.37,1.22,26.706166670000002,-80.7149722,5.851874428527887,23.1299991607666,1244.590000152588,-9.487174258053079,-2.403364918482471,69.646546875,-8.86871050536664,-9.75763035704089,-2.465808409676292,-2.376058054687644
USGS - 264222080425401,2011-10-25,FL,3,10.23,1.12,26.706166670000002,-80.7149722,5.851874428527887,23.1299991607666,1244.590000152588,-9.487174258053079,-2.403364918482471,69.646546875,-8.86871050536664,-9.75763035704089,-2.465808409676292,-2.376058054687644
USGS - 264222080425401,2012-02-24,FL,3,10.42,1.21,26.706166670000002,-80.7149722,5.851874428527887,23.1299991607666,1244.590000152588,-9.487174258053079,-2.403364918482471,69.646546875,-8.86871050536664,-9.75763035704089,-2.465808409676292,-2.376058054687644
USGS - 264222080425402,2012-02-24,FL,3,14.33,1.83,26.706166670000002,-80.7149722,5.851874428527887,23.1299991607666,1244.590000152588,-9.487174258053079,-2.403364918482471,69.646546875,-8.86871050536664,-9.75763035704089,-2.465808409676292,-2.376058054687644
USGS - 264332080421101,2011-08-12,FL,3,5.59,0.72,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264332080421101,2011-10-25,FL,3,9.86,1.02,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264332080421101,2011-12-14,FL,3,9.34,0.88,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264332080421101,2012-02-24,FL,3,9.6,0.9,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264332080421102,2011-12-14,FL,3,9.66,1.09,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264332080421102,2012-02-24,FL,3,10.03,1.07,26.72566667,-80.7031111,3.261200853398354,23.1299991607666,1244.590000152588,-9.47955408794994,-2.405204379220743,69.646546875,-8.903209619316529,-9.731591269314853,-2.471268231668894,-2.3763143180527058
USGS - 264532080545902,2011-12-15,FL,3,-1.11,-0.78,26.7588611,-80.9163611,4.967997561718988,23.1299991607666,1160.009994506836,-9.495227703749663,-2.400227324950696,86.1291875,-8.98486650005884,-9.704233003557146,-2.4797304973035454,-2.367668918190418
USGS - 264532080545902,2012-02-24,FL,3,-0.44,-0.66,26.7588611,-80.9163611,4.967997561718988,23.1299991607666,1160.009994506836,-9.495227703749663,-2.400227324950696,86.1291875,-8.98486650005884,-9.704233003557146,-2.4797304973035454,-2.367668918190418
USGS - 264814080414301,2011-08-12,FL,3,13.81,1.9,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414301,2011-09-13,FL,3,11.94,1.71,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414301,2011-10-25,FL,3,14.57,1.85,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414301,2011-12-14,FL,3,14.44,1.79,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414301,2012-01-24,FL,3,14.79,2.43,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414301,2012-02-28,FL,3,14.31,1.76,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414302,2011-11-15,FL,3,14.67,2.23,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414302,2011-12-14,FL,3,13.64,1.86,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414302,2012-01-24,FL,3,14.45,1.96,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264814080414302,2012-02-28,FL,3,13.44,1.73,26.80383333,-80.69513889,6.309052118256629,23.1299991607666,1216.3899993896484,-9.522347590948817,-2.4199696115953007,61.2375546875,-9.132805380636556,-9.694747713836993,-2.5030917786326867,-2.383182223603872
USGS - 264912081024602,2011-12-15,FL,3,1.29,-0.57,26.81988889,-81.0461944,6.55288021944529,23.040000915527344,1129.6099967956543,-9.462109109620831,-2.3987326886627436,92.85284375,-8.973592204107748,-9.659670645974824,-2.481025875394667,-2.3654523743675684
USGS - 264912081024602,2012-02-28,FL,3,1.94,-0.14,26.81988889,-81.0461944,6.55288021944529,23.040000915527344,1129.6099967956543,-9.462109109620831,-2.3987326886627436,92.85284375,-8.973592204107748,-9.659670645974824,-2.481025875394667,-2.3654523743675684
USGS - 265114080173101,2006-05-23,FL,3,13.8,2.45,26.8544208,-80.2916589,7.010057909174032,23.170000076293945,1453.3800010681152,-9.649109706538688,-2.4407928482478334,22.745439453125,-9.648750061644025,-9.649304190553408,-2.5566025570490036,-2.378179378310986
USGS - 265138080375801,2011-08-15,FL,3,16.66,2.48,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265138080375801,2011-10-26,FL,3,19.01,2.47,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265138080375801,2011-12-13,FL,3,18.31,2.41,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265138080375801,2012-02-23,FL,3,18.79,2.49,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265138080375802,2011-12-13,FL,3,14.15,1.74,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265138080375802,2012-02-23,FL,3,14.26,1.77,26.8606111,-80.6327583,4.785126485827491,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374201,2011-08-15,FL,3,17.23,2.47,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374201,2011-10-26,FL,3,18.99,2.49,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374201,2011-12-13,FL,3,19.13,2.53,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374201,2012-02-23,FL,3,18.69,2.42,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374202,2011-12-13,FL,3,17.16,2.23,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265142080374202,2012-02-23,FL,3,16.28,2.09,26.86169444,-80.62838889,4.20603474550442,23.15999984741211,1227.6900062561035,-9.494321905657593,-2.4179460726084274,54.3604453125,-9.254582273653677,-9.60413730288092,-2.5140408587362106,-2.3739283107720235
USGS - 265248080103802,2006-05-24,FL,3,3.5,0.14,26.88033707,-80.176989,5.486132276744895,23.450000762939453,1485.089988708496,-9.561563781586099,-2.4357290665215023,14.8801025390625,-9.567586106020116,-9.558015510765133,-2.5414246484883036,-2.3734587320559557
